shipment_id,date,route,region,delivery_type,weight_kg,volume_m3,status
GF0026484,2024-02-10,Abu Dhabi-Muscat,Oman,Standard,1.77,0.0197,Completed
GF0009641,2023-05-22,Dubai-Sharjah,Sharjah,Same-Day,0.5,0.0255,Completed
GF0006356,2023-03-19,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.11,0.0601,Completed
GF0027483,2024-02-26,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.56,0.0625,Completed
GF0008584,2023-04-27,Sharjah-Fujairah,Unknown,Standard,3.87,0.0825,Completed
GF0007846,2023-04-12,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,6.28,0.0137,Completed
GF0008762,2023-05-01,Dubai-Sharjah,Sharjah,Express,1.98,0.0255,Completed
GF0028885,2024-03-19,Dubai-Sharjah,Unknown,Standard,10.43,0.01,Completed
GF0018501,2023-11-03,Sharjah-Fujairah,Northern Emirates,Standard,12.56,0.1105,Completed
GF0013801,2023-08-23,Dubai-Riyadh,KSA,Express,2.59,0.01,Completed
GF0018391,2023-11-02,Dubai-Sharjah,Sharjah,Standard,0.58,0.0168,Completed
GF0011880,2023-07-12,Abu Dhabi-Muscat,Oman,Standard,0.5,0.01,Completed
GF0001293,2023-01-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.09,0.01,Completed
GF0010052,2023-05-30,Dubai-Abu Dhabi,Abu Dhabi,Standard,17.07,0.0642,Completed
GF0004593,2023-02-20,Dubai-Riyadh,KSA,Standard,11.76,0.01,Completed
GF0020872,2023-12-04,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.87,0.01,Completed
GF0019418,2023-11-14,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,3.74,0.01,Completed
GF0025044,2024-01-23,Dubai-Sharjah,Sharjah,Express,6.57,0.01,Completed
GF0031131,2024-04-30,Abu Dhabi-Muscat,Oman,Standard,2.99,0.0313,Completed
GF0001915,2023-01-13,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.65,0.0112,Completed
GF0003728,2023-02-07,Dubai-Sharjah,Sharjah,Standard,1.54,0.0233,Completed
GF0033559,2024-06-25,Dubai-Riyadh,KSA,Express,6.89,0.0102,Completed
GF0014724,2023-09-08,Dubai-Sharjah,Sharjah,Standard,1.22,0.0265,Completed
GF0017545,2023-10-20,Dubai-Riyadh,KSA,Standard,3.14,0.01,Completed
GF0017398,2023-10-19,Dubai-Sharjah,Sharjah,Express,9.06,0.0334,Completed
GF0023560,2024-01-04,Dubai-Sharjah,Sharjah,Standard,5.37,0.01,Completed
GF0011262,2023-06-26,Dubai-Abu Dhabi,Abu Dhabi,Express,1.44,0.01,Completed
GF0011186,2023-06-23,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.67,0.0619,Completed
GF0024564,2024-01-17,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.51,0.093,Completed
GF0006416,2023-03-20,Dubai-Riyadh,KSA,Standard,1.1,0.0844,Completed
GF0014098,2023-08-29,Dubai-Sharjah,Sharjah,Express,13.35,0.0229,Completed
GF0010729,2023-06-14,Dubai-Sharjah,Sharjah,Standard,2.87,0.0505,Completed
GF0024016,2024-01-10,Dubai-Abu Dhabi,Abu Dhabi,Standard,14.4,0.0379,Completed
GF0009813,2023-05-24,Sharjah-Fujairah,Northern Emirates,Standard,7.42,0.0111,Completed
GF0002884,2023-01-26,Sharjah-Fujairah,Northern Emirates,Standard,1.94,0.1008,Completed
GF0032207,2024-05-23,Dubai-Sharjah,Sharjah,Standard,0.51,0.0838,Completed
GF0014126,2023-08-30,Dubai-RAK,Northern Emirates,Express,3.27,0.01,Completed
GF0028170,2024-03-07,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.95,0.0122,Completed
GF0033517,2024-06-24,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.48,0.0136,Completed
GF0030767,2024-04-23,Dubai-Riyadh,KSA,Express,1.3,0.0646,Completed
GF0018259,2023-11-01,Abu Dhabi-Muscat,Oman,Express,2.9,0.0667,Completed
GF0007987,2023-04-14,Dubai-RAK,Northern Emirates,Standard,6.65,0.01,Completed
GF0026794,2024-02-15,Dubai-RAK,Northern Emirates,Express,7.78,0.0593,Completed
GF0015989,2023-09-29,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.51,0.1153,Completed
GF0012535,2023-07-28,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.5,0.01,Completed
GF0013011,2023-08-08,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.83,0.0332,Completed
GF0014984,2023-09-13,Dubai-Sharjah,Sharjah,Standard,0.66,0.1065,Completed
GF0001659,2023-01-10,Dubai-Abu Dhabi,Abu Dhabi,Standard,17.27,0.01,Completed
GF0009127,2023-05-09,Abu Dhabi-Muscat,Oman,Same-Day,2.52,0.0107,Completed
GF0029540,2024-03-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,15.41,0.085,Completed
GF0022052,2023-12-18,Sharjah-Fujairah,Northern Emirates,Standard,14.85,0.1094,Completed
GF0026178,2024-02-07,Dubai-Sharjah,Sharjah,Standard,2.44,0.0543,Completed
GF0016516,2023-10-06,Dubai-RAK,Northern Emirates,Standard,15.99,0.0929,Completed
GF0001116,2023-01-03,Dubai-Sharjah,Sharjah,Same-Day,1.64,0.01,Completed
GF0029614,2024-03-28,Dubai-RAK,Northern Emirates,Express,2.2,0.0113,Completed
GF0001461,2023-01-06,Dubai-Abu Dhabi,Abu Dhabi,Express,8.83,0.01,Completed
GF0009088,2023-05-08,Dubai-Riyadh,KSA,Same-Day,6.86,0.01,Completed
GF0027970,2024-03-04,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0014499,2023-09-05,Dubai-Sharjah,Sharjah,Express,0.52,0.0531,Completed
GF0003935,2023-02-10,Abu Dhabi-Muscat,Oman,Standard,3.73,0.0157,Completed
GF0017233,2023-10-17,Abu Dhabi-Muscat,Oman,Standard,1.74,0.0462,Completed
GF0015850,2023-09-27,Dubai-Sharjah,Sharjah,Express,0.5,0.0279,Completed
GF0033667,2024-06-27,Abu Dhabi-Muscat,Oman,Standard,8.08,0.09,Completed
GF0013140,2023-08-10,Dubai-Riyadh,KSA,Standard,2.02,0.0165,Completed
GF0020863,2023-12-04,Dubai-Sharjah,Sharjah,Standard,26.02,0.0791,Completed
GF0011399,2023-07-02,Dubai-Abu Dhabi,Abu Dhabi,Express,10.01,0.01,Completed
GF0028382,2024-03-11,Dubai-RAK,Northern Emirates,Standard,11.52,0.0326,Completed
GF0026363,2024-02-09,Abu Dhabi-Al Ain,Abu Dhabi,Express,30.35,0.1021,Completed
GF0029391,2024-03-26,Abu Dhabi-Al Ain,Abu Dhabi,Express,5.7,0.0264,Completed
GF0009928,2023-05-26,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.08,0.0415,Completed
GF0032979,2024-06-10,Abu Dhabi-Al Ain,Abu Dhabi,Express,10.25,0.0508,Completed
GF0020083,2023-11-22,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.77,0.1076,Completed
GF0006175,2023-03-15,Dubai-Riyadh,KSA,Standard,3.9,0.0453,Completed
GF0021678,2023-12-13,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.99,0.01,Completed
GF0009642,2023-05-22,Abu Dhabi-Muscat,Oman,Standard,6.67,0.0784,Completed
GF0028351,2024-03-11,Dubai-RAK,Northern Emirates,Same-Day,1.02,0.0114,Completed
GF0003066,2023-01-30,Abu Dhabi-Muscat,Oman,Standard,4.28,0.0862,Completed
GF0026141,2024-02-06,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.14,0.01,Completed
GF0002071,2023-01-16,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.54,0.01,Completed
GF0025049,2024-01-23,Abu Dhabi-Muscat,Oman,Standard,0.98,0.0213,Completed
GF0002720,2023-01-25,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.0639,Completed
GF0017175,2023-10-16,Dubai-Abu Dhabi,Abu Dhabi,Express,4.0,0.0205,Completed
GF0014988,2023-09-13,Sharjah-Fujairah,Northern Emirates,Standard,6.43,0.0103,Completed
GF0026760,2024-02-14,Abu Dhabi-Muscat,Oman,Standard,14.28,0.0142,Completed
GF0013604,2023-08-18,Dubai-Riyadh,KSA,Standard,35.03,0.0686,Completed
GF0022837,2023-12-26,Abu Dhabi-Muscat,Oman,Standard,3.65,0.0663,Completed
GF0017114,2023-10-16,Dubai-Riyadh,KSA,Standard,0.98,0.0504,Completed
GF0010958,2023-06-19,Dubai-RAK,Northern Emirates,Express,5.35,0.0118,Completed
GF0002237,2023-01-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,4.12,0.038,Completed
GF0015299,2023-09-18,Dubai-Riyadh,KSA,Standard,1.8,0.1015,Completed
GF0014726,2023-09-08,Dubai-RAK,Northern Emirates,Standard,8.55,0.01,Completed
GF0030008,2024-04-04,Dubai-Sharjah,Sharjah,Standard,3.8,0.0959,Completed
GF0004460,2023-02-17,Sharjah-Fujairah,Northern Emirates,Standard,5.68,0.01,Completed
GF0030607,2024-04-19,Dubai-Sharjah,Sharjah,Standard,2.94,0.0602,Completed
GF0004878,2023-02-23,Abu Dhabi-Muscat,Oman,Express,1.56,0.01,Completed
GF0009233,2023-05-11,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.08,0.01,Completed
GF0032067,2024-05-21,Dubai-Abu Dhabi,Abu Dhabi,Express,1.76,0.0233,Completed
GF0017599,2023-10-23,Dubai-RAK,Northern Emirates,Same-Day,1.05,0.01,Completed
GF0027004,2024-02-19,Abu Dhabi-Muscat,Oman,Standard,21.63,0.0648,Completed
GF0003578,2023-02-06,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.86,0.0212,Completed
GF0033547,2024-06-25,Dubai-Sharjah,Sharjah,Express,3.48,0.079,Completed
GF0012666,2023-08-01,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.58,0.027,Completed
GF0026926,2024-02-16,Sharjah-Fujairah,Northern Emirates,Express,2.43,0.0558,Completed
GF0002123,2023-01-17,Abu Dhabi-Muscat,Oman,Express,1.57,0.0349,Completed
GF0005518,2023-03-07,Dubai-Abu Dhabi,Abu Dhabi,Standard,17.85,0.0603,Completed
GF0023062,2023-12-28,Dubai-Riyadh,KSA,Standard,13.33,0.0613,Completed
GF0015311,2023-09-19,Dubai-Riyadh,KSA,Express,7.41,0.0129,Completed
GF0003223,2023-01-31,Sharjah-Fujairah,Northern Emirates,Standard,4.2,0.0336,Completed
GF0022245,2023-12-19,Dubai-Sharjah,Sharjah,Standard,9.34,0.01,Completed
GF0019417,2023-11-14,Dubai-Riyadh,KSA,Standard,0.5,0.1022,Completed
GF0004647,2023-02-21,Dubai-Abu Dhabi,Abu Dhabi,Express,1.81,0.0187,Completed
GF0024152,2024-01-11,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.45,0.0183,Completed
GF0025958,2024-02-05,Dubai-Riyadh,KSA,Express,0.5,0.01,Completed
GF0002479,2023-01-20,Abu Dhabi-Al Ain,Abu Dhabi,Standard,8.86,0.0309,Completed
GF0031799,2024-05-15,Abu Dhabi-Al Ain,Abu Dhabi,Standard,16.02,0.0571,Completed
GF0014225,2023-08-31,Dubai-Riyadh,KSA,Same-Day,4.4,0.0192,Completed
GF0020378,2023-11-27,Sharjah-Fujairah,Northern Emirates,Standard,16.46,0.031,Completed
GF0027533,2024-02-26,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0027894,2024-03-01,Dubai-Riyadh,KSA,Express,5.04,0.0174,Completed
GF0007036,2023-03-29,Abu Dhabi-Al Ain,Abu Dhabi,Express,6.59,0.0371,Completed
GF0004372,2023-02-16,Abu Dhabi-Al Ain,Abu Dhabi,Standard,9.08,0.0561,Completed
GF0001090,2023-01-02,Abu Dhabi-Muscat,Oman,Express,4.06,0.0405,Completed
GF0017688,2023-10-23,Sharjah-Fujairah,Northern Emirates,Standard,0.61,0.0289,Completed
GF0030800,2024-04-24,Abu Dhabi-Al Ain,Abu Dhabi,Express,4.04,0.0544,Completed
GF0012985,2023-08-07,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.53,0.01,Completed
GF0001422,2023-01-06,Dubai-Sharjah,Sharjah,Standard,9.05,0.01,Completed
GF0023944,2024-01-09,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.5,0.0554,Completed
GF0031119,2024-04-30,Dubai-Sharjah,Sharjah,Standard,5.61,0.031,Completed
GF0020273,2023-11-24,Dubai-RAK,Northern Emirates,Express,6.38,0.01,Completed
GF0018384,2023-11-02,Dubai-Riyadh,KSA,Standard,6.19,0.01,Completed
GF0024124,2024-01-11,Dubai-RAK,Northern Emirates,Standard,2.18,0.0198,Completed
GF0019415,2023-11-14,Dubai-Sharjah,Sharjah,Standard,5.46,0.0974,Completed
GF0009897,2023-05-25,Dubai-Sharjah,Sharjah,Standard,8.56,0.1119,Completed
GF0030382,2024-04-16,Dubai-Abu Dhabi,Abu Dhabi,Standard,8.36,0.0305,Completed
GF0022283,2023-12-19,Dubai-Riyadh,KSA,Standard,8.4,0.0133,Completed
GF0014211,2023-08-31,Abu Dhabi-Muscat,Oman,Same-Day,0.5,0.0127,Completed
GF0004944,2023-02-24,Dubai-Abu Dhabi,Abu Dhabi,Express,4.13,0.01,Completed
GF0013534,2023-08-17,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.08,0.0255,Completed
GF0011423,2023-07-03,Dubai-Abu Dhabi,Abu Dhabi,Express,11.77,0.091,Completed
GF0002217,2023-01-18,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.5,0.0664,Completed
GF0006314,2023-03-17,Dubai-RAK,Northern Emirates,Standard,0.67,0.0834,Completed
GF0028410,2024-03-11,Dubai-Sharjah,Sharjah,Standard,15.01,0.0835,Completed
GF0012150,2023-07-18,Dubai-Riyadh,KSA,Standard,5.76,0.0461,Completed
GF0029073,2024-03-20,Sharjah-Fujairah,Northern Emirates,Standard,3.92,0.01,Completed
GF0017181,2023-10-16,Sharjah-Fujairah,Northern Emirates,Express,2.58,0.0214,Completed
GF0032853,2024-06-06,Dubai-Sharjah,Sharjah,Standard,25.39,0.0735,Completed
GF0024937,2024-01-22,Abu Dhabi-Muscat,Oman,Same-Day,0.5,0.01,Completed
GF0026439,2024-02-09,Dubai-Abu Dhabi,Abu Dhabi,Standard,32.48,0.0229,Completed
GF0025966,2024-02-05,Sharjah-Fujairah,Northern Emirates,Standard,0.56,0.0132,Completed
GF0029618,2024-03-28,Abu Dhabi-Muscat,Oman,Standard,1.51,0.1046,Completed
GF0028550,2024-03-13,Dubai-Riyadh,KSA,Standard,12.84,0.0353,Completed
GF0010278,2023-06-02,Dubai-Sharjah,Sharjah,Same-Day,0.81,0.01,Completed
GF0003993,2023-02-11,Sharjah-Fujairah,Northern Emirates,Standard,23.48,0.0378,Completed
GF0014912,2023-09-12,Abu Dhabi-Muscat,Oman,Standard,15.16,0.01,Completed
GF0005166,2023-02-28,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.84,0.01,Completed
GF0011194,2023-06-23,Dubai-Riyadh,KSA,Express,7.18,0.01,Completed
GF0031294,2024-05-03,Sharjah-Fujairah,Northern Emirates,Same-Day,1.91,0.01,Completed
GF0017534,2023-10-20,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.01,0.0492,Completed
GF0031805,2024-05-15,Abu Dhabi-Muscat,Oman,Express,12.31,0.0177,Completed
GF0030347,2024-04-15,Dubai-Sharjah,Sharjah,Standard,2.37,0.0101,Completed
GF0024220,2024-01-12,Sharjah-Fujairah,Northern Emirates,Standard,4.28,0.0377,Completed
GF0024219,2024-01-12,Dubai-Sharjah,Sharjah,Standard,19.51,0.0764,Completed
GF0028836,2024-03-19,Dubai-RAK,Northern Emirates,Standard,7.16,0.01,Completed
GF0033522,2024-06-24,Sharjah-Fujairah,Northern Emirates,Express,2.22,0.0419,Completed
GF0008153,2023-04-18,Abu Dhabi-Muscat,Oman,Standard,1.94,0.0598,Completed
GF0025814,2024-02-01,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,2.7,0.01,Completed
GF0015637,2023-09-22,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.73,0.01,Completed
GF0022032,2023-12-18,Sharjah-Fujairah,Northern Emirates,Standard,1.21,0.0721,Completed
GF0013284,2023-08-14,Dubai-RAK,Northern Emirates,Standard,7.96,0.0601,Completed
GF0020108,2023-11-22,Dubai-Abu Dhabi,Abu Dhabi,Standard,22.33,0.0239,Completed
GF0020310,2023-11-24,Dubai-RAK,Northern Emirates,Standard,10.62,0.0173,Completed
GF0015353,2023-09-19,Dubai-Riyadh,KSA,Standard,23.54,0.0679,Completed
GF0025498,2024-01-29,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.16,0.0751,Completed
GF0029483,2024-03-27,Dubai-RAK,Northern Emirates,Standard,1.75,0.0811,Completed
GF0007143,2023-03-30,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.11,0.0368,Completed
GF0025961,2024-02-05,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.5,0.0522,Completed
GF0032438,2024-05-28,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.86,0.0997,Completed
GF0013304,2023-08-14,Dubai-Abu Dhabi,Abu Dhabi,Express,8.57,0.0565,Completed
GF0006527,2023-03-21,Dubai-Riyadh,KSA,Express,0.54,0.0173,Completed
GF0004405,2023-02-17,Dubai-Riyadh,KSA,Standard,6.89,0.0727,Completed
GF0016633,2023-10-09,Dubai-RAK,Northern Emirates,Standard,6.41,0.0487,Completed
GF0017325,2023-10-18,Dubai-Abu Dhabi,Abu Dhabi,Express,2.62,0.0638,Completed
GF0030142,2024-04-08,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.5,0.0178,Completed
GF0026569,2024-02-12,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.06,0.01,Completed
GF0012923,2023-08-07,Abu Dhabi-Muscat,Oman,Standard,8.76,0.0853,Completed
GF0027863,2024-03-01,Dubai-RAK,Northern Emirates,Standard,2.98,0.0395,Completed
GF0031378,2024-05-06,Abu Dhabi-Muscat,Oman,Standard,4.26,0.0829,Completed
GF0023517,2024-01-04,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0005113,2023-02-28,Dubai-Riyadh,KSA,Express,4.76,0.0855,Completed
GF0027741,2024-02-29,Dubai-Riyadh,KSA,Standard,7.72,0.0496,Completed
GF0029055,2024-03-20,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.05,0.01,Completed
GF0003470,2023-02-03,Dubai-Riyadh,KSA,Standard,0.64,0.0219,Completed
GF0008163,2023-04-18,Dubai-Riyadh,KSA,Express,3.64,0.01,Completed
GF0020098,2023-11-22,Dubai-Riyadh,KSA,Express,2.77,0.0356,Completed
GF0030180,2024-04-08,Dubai-RAK,Northern Emirates,Standard,0.5,0.0472,Completed
GF0010140,2023-05-31,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.44,0.0243,Completed
GF0004481,2023-02-19,Dubai-Sharjah,Sharjah,Standard,5.08,0.0485,Completed
GF0002357,2023-01-19,Dubai-RAK,Northern Emirates,Same-Day,0.55,0.01,Completed
GF0008825,2023-05-02,Sharjah-Fujairah,Northern Emirates,Express,1.21,0.0919,Completed
GF0018583,2023-11-06,Dubai-Riyadh,KSA,Same-Day,0.5,0.01,Completed
GF0029547,2024-03-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.67,0.0945,Completed
GF0015928,2023-09-28,Dubai-Sharjah,Sharjah,Standard,18.47,0.01,Completed
GF0023239,2023-12-31,Abu Dhabi-Al Ain,Abu Dhabi,Express,6.94,0.0281,Completed
GF0029969,2024-04-04,Abu Dhabi-Muscat,Oman,Express,5.08,0.0162,Completed
GF0028802,2024-03-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.23,0.0353,Completed
GF0002321,2023-01-19,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.01,Completed
GF0011961,2023-07-13,Sharjah-Fujairah,Northern Emirates,Express,13.6,0.01,Completed
GF0008714,2023-04-28,Dubai-Riyadh,KSA,Express,6.49,0.0298,Completed
GF0019459,2023-11-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.05,0.01,Completed
GF0011312,2023-06-27,Dubai-RAK,Northern Emirates,Standard,2.04,0.0205,Completed
GF0004485,2023-02-19,Dubai-RAK,Northern Emirates,Standard,5.64,0.032,Completed
GF0002905,2023-01-26,Sharjah-Fujairah,Northern Emirates,Standard,1.02,0.0584,Completed
GF0003138,2023-01-30,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.95,0.0268,Completed
GF0021068,2023-12-06,Abu Dhabi-Al Ain,Abu Dhabi,Standard,13.29,0.0211,Completed
GF0032806,2024-06-05,Dubai-Riyadh,KSA,Express,10.11,0.01,Completed
GF0010325,2023-06-05,Dubai-RAK,Northern Emirates,Standard,9.92,0.0104,Completed
GF0010109,2023-05-31,Dubai-Abu Dhabi,Abu Dhabi,Express,4.61,0.01,Completed
GF0029450,2024-03-26,Sharjah-Fujairah,Northern Emirates,Same-Day,4.64,0.01,Completed
GF0002671,2023-01-24,Dubai-Abu Dhabi,Abu Dhabi,Standard,19.32,0.0343,Completed
GF0030348,2024-04-15,Abu Dhabi-Al Ain,Abu Dhabi,Standard,8.72,0.0211,Completed
GF0008911,2023-05-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.27,0.01,Completed
GF0004721,2023-02-22,Abu Dhabi-Muscat,Oman,Standard,4.43,0.01,Completed
GF0008608,2023-04-27,Sharjah-Fujairah,Northern Emirates,Express,5.26,0.0933,Completed
GF0026732,2024-02-14,Dubai-RAK,Northern Emirates,Standard,14.73,0.06,Completed
GF0021692,2023-12-13,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.016,Completed
GF0032553,2024-05-30,Dubai-Sharjah,Sharjah,Express,3.47,0.01,Completed
GF0014194,2023-08-30,Dubai-RAK,Northern Emirates,Express,3.07,0.026,Completed
GF0007409,2023-04-04,Dubai-Abu Dhabi,Abu Dhabi,Standard,14.86,0.01,Completed
GF0025608,2024-01-30,Dubai-RAK,Northern Emirates,Standard,6.09,0.0221,Completed
GF0004898,2023-02-24,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.4,0.0371,Completed
GF0029991,2024-04-04,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.82,0.0597,Completed
GF0030040,2024-04-05,Abu Dhabi-Muscat,Oman,Standard,10.17,0.0887,Completed
GF0010931,2023-06-19,Dubai-RAK,Northern Emirates,Express,3.11,0.0437,Completed
GF0016537,2023-10-06,Abu Dhabi-Muscat,Oman,Standard,2.24,0.0796,Completed
GF0033662,2024-06-27,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.95,0.0907,Completed
GF0019630,2023-11-16,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.02,0.0715,Completed
GF0007394,2023-04-04,Abu Dhabi-Muscat,Oman,Express,1.82,0.0141,Completed
GF0011484,2023-07-03,Dubai-Riyadh,KSA,Same-Day,0.5,0.0188,Completed
GF0032653,2024-05-31,Sharjah-Fujairah,Northern Emirates,Express,1.17,0.1059,Completed
GF0002793,2023-01-25,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.56,0.01,Completed
GF0009453,2023-05-17,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.75,0.0776,Completed
GF0024972,2024-01-22,Sharjah-Fujairah,Northern Emirates,Same-Day,2.12,0.01,Completed
GF0005192,2023-03-01,Dubai-Sharjah,Sharjah,Express,3.4,0.01,Completed
GF0005548,2023-03-07,Dubai-Abu Dhabi,Abu Dhabi,Express,5.08,0.0484,Completed
GF0033374,2024-06-20,Dubai-Riyadh,KSA,Express,1.2,0.0245,Completed
GF0002305,2023-01-19,Abu Dhabi-Muscat,Oman,Express,8.0,0.01,Completed
GF0030227,2024-04-12,Dubai-Riyadh,KSA,Standard,1.07,0.0174,Completed
GF0001891,2023-01-12,Abu Dhabi-Muscat,Oman,Standard,2.28,0.0718,Completed
GF0012872,2023-08-04,Sharjah-Fujairah,Northern Emirates,Standard,3.18,0.0221,Completed
GF0011418,2023-07-03,Abu Dhabi-Muscat,Oman,Standard,8.23,0.0541,Completed
GF0010515,2023-06-08,Dubai-Sharjah,Sharjah,Standard,8.12,0.022,Completed
GF0012301,2023-07-24,Dubai-Riyadh,KSA,Express,6.23,0.0136,Completed
GF0018890,2023-11-09,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.41,0.0694,Completed
GF0002838,2023-01-26,Dubai-RAK,Northern Emirates,Standard,0.5,0.0468,Completed
GF0005193,2023-03-01,Dubai-RAK,Northern Emirates,Standard,4.05,0.0217,Completed
GF0010720,2023-06-13,Dubai-Riyadh,KSA,Express,5.07,0.0139,Completed
GF0011219,2023-06-23,Dubai-RAK,Northern Emirates,Express,0.5,0.0467,Completed
GF0023728,2024-01-07,Dubai-Riyadh,KSA,Standard,5.3,0.0405,Completed
GF0001387,2023-01-05,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.83,0.0976,Completed
GF0029514,2024-03-27,Dubai-Riyadh,KSA,Standard,0.5,0.0556,Completed
GF0024822,2024-01-19,Sharjah-Fujairah,Northern Emirates,Standard,2.03,0.01,Completed
GF0002358,2023-01-19,Dubai-RAK,Northern Emirates,Express,1.33,0.01,Completed
GF0024086,2024-01-11,Dubai-Sharjah,Sharjah,Standard,18.57,0.0187,Completed
GF0008592,2023-04-27,Dubai-Sharjah,Sharjah,Standard,3.83,0.0994,Completed
GF0014974,2023-09-13,Dubai-Sharjah,Sharjah,Same-Day,5.97,0.0121,Completed
GF0003448,2023-02-03,Dubai-Sharjah,Sharjah,Standard,3.0,0.0399,Completed
GF0019076,2023-11-10,Abu Dhabi-Muscat,Oman,Express,3.16,0.01,Completed
GF0023013,2023-12-27,Dubai-Abu Dhabi,Abu Dhabi,Express,6.75,0.01,Completed
GF0021386,2023-12-09,Sharjah-Fujairah,Northern Emirates,Standard,5.5,0.0865,Completed
GF0012756,2023-08-03,Abu Dhabi-Al Ain,Abu Dhabi,Express,4.97,0.01,Completed
GF0008307,2023-04-20,Sharjah-Fujairah,Northern Emirates,Same-Day,0.5,0.01,Completed
GF0027476,2024-02-26,Dubai-Sharjah,Sharjah,Standard,5.72,0.1046,Completed
GF0019867,2023-11-20,Dubai-Riyadh,KSA,Express,2.38,0.0243,Completed
GF0031751,2024-05-14,Abu Dhabi-Al Ain,Abu Dhabi,Express,2.61,0.01,Completed
GF0019864,2023-11-20,Abu Dhabi-Muscat,Oman,Standard,23.49,0.019,Completed
GF0005446,2023-03-06,Dubai-Abu Dhabi,Abu Dhabi,Standard,3.63,0.0925,Completed
GF0011017,2023-06-20,Abu Dhabi-Muscat,Oman,Standard,4.73,0.0658,Completed
GF0016465,2023-10-06,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.95,0.0159,Completed
GF0006364,2023-03-19,Dubai-Riyadh,KSA,Standard,2.98,0.0904,Completed
GF0029938,2024-04-03,Dubai-RAK,Northern Emirates,Standard,5.15,0.0245,Completed
GF0026969,2024-02-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.92,0.0874,Completed
GF0019187,2023-11-11,Abu Dhabi-Al Ain,Abu Dhabi,Standard,10.0,0.0101,Completed
GF0005539,2023-03-07,Dubai-Riyadh,KSA,Standard,9.82,0.0606,Completed
GF0001140,2023-01-03,Sharjah-Fujairah,Northern Emirates,Express,0.65,0.0509,Completed
GF0032137,2024-05-22,Abu Dhabi-Muscat,Oman,Express,10.98,0.0899,Completed
